title,type,rating,release_year,duration,description
Woodstock,Movie,TV-MA,2019,97 min,"For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s."
Muzaffarnagar Baaqi Hai,Movie,TV-MA,2015,136 min,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh."
Todo Sobre El Asado,Movie,TV-MA,2016,86 min,"This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual."
I'll Sleep When I'm Dead,Movie,TV-MA,2016,80 min,"Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki."
They’ll Love Me When I’m Dead,Movie,TV-MA,2018,98 min,"Actors, crew members and others who were there discuss the tumultuous creation of Orson Welles's final, unfinished film, “The Other Side of the Wind.”"
Fire in Paradise,Movie,TV-MA,2019,40 min,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire."
The Untold Tales of Armistead Maupin,Movie,TV-MA,2017,91 min,"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
Roll With Me,Movie,TV-MA,2017,90 min,"Backed by a crew of unlikely allies, newly sober paraplegic Gabriel Cordell teams up with his nephew for a grueling wheelchair trek across America."
Audrie & Daisy,Movie,TV-MA,2016,99 min,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
Icarus,Movie,TV-MA,2017,121 min,An American filmmaker and cyclist unwittingly wades into a global scandal when a Russian scientist leaks shocking details of a vast doping conspiracy.
Unchained: The Untold Story of Freestyle Motocross,Movie,TV-MA,2016,92 min,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
13TH,Movie,TV-MA,2016,101 min,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom."
Ronnie Coleman: The King,Movie,TV-MA,2018,93 min,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals."
Sky Ladder: The Art of Cai Guo-Qiang,Movie,TV-MA,2016,80 min,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary."
Feminists: What Were They Thinking?,Movie,TV-MA,2018,86 min,"Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change."
Elena,Movie,TV-MA,2012,81 min,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
The Great Hack,Movie,TV-MA,2019,114 min,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.
Amanda Knox,Movie,TV-MA,2016,92 min,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
Monty Python Conquers America,Movie,TV-MA,2008,55 min,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
Interview with a Serial Killer,Movie,TV-MA,2008,45 min,"In this jailhouse interview, Arthur Shawcross, the Genesee River Killer, shares candid details of his crimes and his surprising family bonds."
The American Meme,Movie,TV-MA,2018,98 min,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame."
Virunga,Movie,TV-MA,2014,100 min,The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.
Once in a Lifetime Sessions with George Ezra,Movie,TV-MA,2018,78 min,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
What the F* Is Going On?,Movie,TV-MA,2019,87 min,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality."
Once in a Lifetime Sessions with Kasabian,Movie,TV-MA,2018,79 min,"Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
My Own Man,Movie,TV-MA,2015,82 min,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood."
Shelby American,Movie,TV-MA,2019,119 min,"Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur."
Hot Girls Wanted,Movie,TV-MA,2015,83 min,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits."
"Bikram: Yogi, Guru, Predator",Movie,TV-MA,2019,86 min,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.
"Ayotzinapa, el paso de la tortuga",Movie,TV-MA,2018,73 min,"Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families."
Voyeur,Movie,TV-MA,2017,96 min,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.
"Alias JJ, la celebridad del mal",Movie,TV-MA,2017,54 min,"Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez."
Resurface,Movie,TV-MA,2017,28 min,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.
Winter on Fire: Ukraine's Fight for Freedom,Movie,TV-MA,2015,99 min,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
Rocco,Movie,TV-MA,2016,103 min,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.
Frank and Cindy,Movie,TV-MA,2007,70 min,"Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness."
Team Foxcatcher,Movie,TV-MA,2016,91 min,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz."
ReMastered: Who Killed Jam Master Jay?,Movie,TV-MA,2018,59 min,Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.
Tony Robbins: I Am Not Your Guru,Movie,TV-MA,2016,117 min,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.
Once in a Lifetime Sessions with Snow Patrol,Movie,TV-MA,2018,83 min,"In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
Struggle: The Life and Lost Art of Szukalski,Movie,TV-MA,2018,105 min,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
The Game Changers,Movie,TV-MA,2018,86 min,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win."
Monty Python: Before the Flying Circus,Movie,TV-MA,2000,56 min,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe."
Eve's Apple,Movie,TV-MA,2017,91 min,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.
Counterpunch,Movie,TV-MA,2017,91 min,"As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions."
Being Napoleon,Movie,TV-MA,2018,88 min,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon."
Screwball,Movie,TV-MA,2018,105 min,A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
Hasta los dientes,Movie,TV-MA,2018,109 min,"This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military."
What We Started,Movie,TV-MA,2017,96 min,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
Recovery Boys,Movie,TV-MA,2018,90 min,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction."
Get Me Roger Stone,Movie,TV-MA,2017,101 min,"Examine the rise, fall and rebirth of political operative Roger Stone, who's been an influential member of Team Trump for decades."
City of Joy,Movie,TV-MA,2018,77 min,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment."
Pedal the World,Movie,TV-MA,2015,85 min,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
Food on the Go,Movie,TV-MA,2017,66 min,"Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage."
Laerte-se,Movie,TV-MA,2017,101 min,"After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman."
Countdown to Death: Pablo Escobar,Movie,TV-MA,2017,69 min,"Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life."
Jenny Slate: Stage Fright,Movie,TV-MA,2019,67 min,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
Tell Me Who I Am,Movie,TV-MA,2019,86 min,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret."
The Rachel Divide,Movie,TV-MA,2018,105 min,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity."
Ghosts of Sugar Land,Movie,TV-MA,2019,22 min,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate."
Liberated: The New Sexual Revolution,Movie,TV-MA,2017,86 min,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
The Reservoir Game,Movie,TV-MA,2017,100 min,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak."
Norman Lear: Just Another Version of You,Movie,TV-MA,2016,91 min,"This documentary turns the spotlight on the man behind the iconic ""All in the Family,"" with comments from friends, family and famous collaborators."
Mostly Sunny,Movie,TV-MA,2016,83 min,"Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star."
Enter the Anime,Movie,TV-MA,2019,59 min,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
Monty Python: Live at Aspen,Movie,TV-MA,1998,58 min,The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.
The Old Thieves: The Legend of Artegios,Movie,TV-MA,2007,97 min,"While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft."
Monty Python: The Meaning of Live,Movie,TV-MA,2014,94 min,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus."
Beauties of the Night,Movie,TV-MA,2016,92 min,"Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene."
Zoé: Panoramas,Movie,TV-MA,2016,89 min,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.
Asperger's Are Us,Movie,TV-MA,2016,83 min,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.
The Meaning of Monty Python,Movie,TV-MA,2013,60 min,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life."""
The Birth Reborn,Movie,TV-MA,2018,91 min,"Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth."
League of Legends Origins,Movie,TV-MA,2019,78 min,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
Eddie - Strongman,Movie,TV-MA,2015,98 min,British strongman Eddie Hall wants to be the strongest man in the world. This documentary reveals the grueling life choices that fuel his obsession.
Hitler - A Career,Movie,TV-MA,1977,150 min,"This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest."
Rush: Beyond the Lighted Stage,Movie,TV-MA,2010,107 min,"Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution."
Travis Scott: Look Mom I Can Fly,Movie,TV-MA,2019,85 min,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary."
Best Worst Thing That Ever Could Have Happened,Movie,TV-MA,2016,97 min,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't."
It Takes a Lunatic,Movie,TV-MA,2019,127 min,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
Life 2.0,Movie,TV-MA,2010,99 min,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.
Two Catalonias,Movie,TV-MA,2018,117 min,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.
Quincy,Movie,TV-MA,2018,124 min,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career."
Léa & I,Movie,TV-MA,2019,84 min,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.
The Battered Bastards of Baseball,Movie,TV-MA,2014,80 min,"The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s."
E-Team,Movie,TV-MA,2014,90 min,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.
Wandering Stars,Movie,TV-MA,2019,95 min,"Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
HOMECOMING: A film by Beyoncé,Movie,TV-MA,2019,138 min,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
Circus of Books,Movie,TV-MA,2020,87 min,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times."
Behind the Curtain: Todrick Hall,Movie,TV-MA,2017,100 min,Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.
LA Originals,Movie,TV-MA,2020,92 min,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond."
"Hello, Privilege. It's Me, Chelsea",Movie,TV-MA,2019,65 min,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
Be Here Now,Movie,TV-MA,2015,110 min,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand."""
Money Heist: The Phenomenon,Movie,TV-MA,2020,57 min,"A documentary on why and how ""Money Heist"" sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor."
Barbecue,Movie,TV-MA,2017,101 min,"A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community."
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,TV-MA,2019,142 min,"In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention."
Generation Iron 3,Movie,TV-MA,2018,95 min,Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.
Barça Dreams,Movie,TV-MA,2015,122 min,Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.
Bad Rap,Movie,TV-MA,2016,83 min,Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.
Bachelor Girls,Movie,TV-MA,2016,61 min,"Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai."
Avicii: True Stories,Movie,TV-MA,2017,97 min,"Follow the meteoric rise of Tim Bergling, aka Avicii, from Swedish teenager to the creative force behind ""Wake Me Up,"" ""You Make Me"" and other hits."
Belief: The Possession of Janet Moses,Movie,TV-MA,2015,90 min,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism."
At All Costs,Movie,TV-MA,2016,81 min,This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.
ReMastered: The Miami Showband Massacre,Movie,TV-MA,2019,71 min,The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.
Apache Warrior,Movie,TV-MA,2017,89 min,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.
The Legend of Cocaine Island,Movie,TV-MA,2019,87 min,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.
War Against Women,Movie,TV-MA,2013,61 min,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
No Direction Home: Bob Dylan,Movie,TV-MA,2005,208 min,"Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career."
Big Time,Movie,TV-MA,2017,90 min,"In this documentary, architect Bjarke Ingels offers his vision for 2 World Trade Center as he aims to restore Manhattan's skyline to its former glory."
Weed the People,Movie,TV-MA,2018,94 min,"Buoyed by hopeful experiences with medical marijuana, physicians and parents of children with cancer call for more research of its healing potential."
The Show Must Go On: The Queen + Adam Lambert Story,Movie,TV-MA,2019,85 min,"With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert."
Last Breath,Movie,TV-MA,2019,86 min,"A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself."
Burlesque: Heart of the Glitter Tribe,Movie,TV-MA,2017,76 min,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms."
Breaking Free,Movie,TV-MA,2015,81 min,One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.
Born Strong,Movie,TV-MA,2017,86 min,Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition.
Have a Good Trip: Adventures in Psychedelics,Movie,TV-MA,2020,86 min,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary."
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Movie,TV-MA,2017,94 min,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
Grass Is Greener,Movie,TV-MA,2019,98 min,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.
Cracked Up: The Darrell Hammond Story,Movie,TV-MA,2018,97 min,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult."
Bobbi Jene,Movie,TV-MA,2017,99 min,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.
Bob Lazar: Area 51 & Flying Saucers,Movie,TV-MA,2018,97 min,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up."
Evelyn,Movie,TV-MA,2019,96 min,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
John & Yoko: Above Us Only Sky,Movie,TV-MA,2018,90 min,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
Blurred Lines: Inside the Art World,Movie,TV-MA,2017,85 min,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.
Let It Fall: Los Angeles 1982-1992,Movie,TV-MA,2017,144 min,This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots.
The Black Godfather,Movie,TV-MA,2019,118 min,"This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
Murder to Mercy: The Cyntoia Brown Story,Movie,TV-MA,2020,97 min,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question."
I Am Divine,Movie,TV-MA,2013,90 min,This captivating documentary explores the life and work of filmmaker John Waters's muse: internationally celebrated drag superstar Divine.
American Masters: Ted Williams,Movie,TV-MA,2018,55 min,"Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family, teammates, the press and even the fans."
Kingdom of Us,Movie,TV-MA,2017,110 min,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.
Alexis Viera: A Story of Surviving,Movie,TV-MA,2019,69 min,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose."
A Leaf of Faith,Movie,TV-MA,2018,87 min,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
A Gray State,Movie,TV-MA,2017,93 min,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
Alt-Right: Age of Rage,Movie,TV-MA,2018,106 min,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
42 Grams,Movie,TV-MA,2017,81 min,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
FYRE: The Greatest Party That Never Happened,Movie,TV-MA,2019,98 min,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
Strong Island,Movie,TV-MA,2017,108 min,"The forces of family, grief and racial injustice converge in this powerful documentary exploring the murder of filmmaker Yance Ford's brother."
27: Gone Too Soon,Movie,TV-MA,2017,70 min,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse."
Miss Americana,Movie,TV-MA,2020,85 min,"In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice."
100 Days Of Solitude,Movie,TV-MA,2018,93 min,"Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings."
Patria,Movie,TV-MA,2019,90 min,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
ReMastered: Massacre at the Stadium,Movie,TV-MA,2019,65 min,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
The Irishman: In Conversation,Movie,TV-MA,2019,24 min,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman."""
Bill Hicks: Reflections,Movie,TV-MA,2015,34 min,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
Iron Fists and Kung-Fu Kicks,Movie,TV-MA,2019,108 min,This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.
Mexicanos de Bronce,Movie,TV-MA,2016,100 min,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
The Square,Movie,TV-MA,2013,105 min,"This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments."
Sam Kinison: The Scream Continues,Movie,TV-MA,2016,29 min,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
American Experience: Ruby Ridge,Movie,TV-MA,2017,53 min,"A botched attempt to arrest a white supremacist in Idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992."
Uppity: The Willy T. Ribbs Story,Movie,TV-MA,2020,106 min,"This documentary profiles a defiant driver who challenged racial barriers in American auto racing, becoming the first black man to race in the Indy 500."
14 Minutes from Earth,Movie,TV-MA,2016,84 min,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
Gaga: Five Foot Two,Movie,TV-MA,2017,101 min,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles."
Miles Davis: Birth of the Cool,Movie,TV-MA,2019,115 min,Unpack the mythology of Miles Davis and learn the true story of a jazz legend with never-before-seen footage and celebrity interviews.
The Death and Life of Marsha P. Johnson,Movie,TV-MA,2017,106 min,"As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson."
American Anarchist,Movie,TV-MA,2016,81 min,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions."
Lil Peep: Everybody’s Everything,Movie,TV-MA,2019,116 min,"This intimate portrait depicts the rise of artist Lil Peep, whose genre-bending music attracted a massive following and ultimately defined his life."
Franca: Chaos and Creation,Movie,TV-MA,2016,79 min,"A documentary filmmaker chronicles the life and times of his mother, Franca Sozzani, the editor of Italian Vogue and a fashion-world provocateur."
ReMastered: The Two Killings of Sam Cooke,Movie,TV-MA,2019,74 min,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
Alejandro Sanz: What I Was Is What I Am,Movie,TV-MA,2018,102 min,A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.
Voulez-vous rire avec moi ce soir?,Movie,TV-MA,2018,93 min,French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.
"2,215",Movie,TV-MA,2018,89 min,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
Weapon of Choice,Movie,TV-MA,2018,89 min,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
After Porn Ends 3,Movie,TV-MA,2018,87 min,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.
ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,Movie,TV-MA,2019,90 min,This documentary delves into the mystique behind the blues-rock trio and explores how the enigmatic band created their iconic look and sound.
Transformer,Movie,TV-MA,2017,79 min,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
Out of Thin Air,Movie,TV-MA,2017,85 min,"Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted."
Studio 54,Movie,TV-MA,2018,99 min,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
Calum von Moger: Unbroken,Movie,TV-MA,2019,93 min,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
Secrets of Selfridges,Movie,TV-PG,2014,55 min,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.
Silicon Cowboys,Movie,TV-PG,2016,77 min,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance."
Secrets of Highclere Castle,Movie,TV-PG,2013,54 min,"Known as the setting of ""Downton Abbey,"" Highclere Castle truly was the home of aristocrats and an army of servants, with a rich past to share."
She Did That,Movie,TV-PG,2019,71 min,"Go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation."
Expedition Happiness,Movie,TV-PG,2017,96 min,"A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus."
Saving Capitalism,Movie,TV-PG,2017,73 min,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.
Secrets of Westminster,Movie,TV-PG,2014,55 min,"Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings."
Secrets of the Tower of London,Movie,TV-PG,2013,55 min,"Explore the storied history of the iconic Tower of London as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint."
